%name       obsNum      type     dRa(mas)     dDe(mas)
0155-549         5      none      -0.3480       0.1336
0206-689         5      none      -0.8391       0.6410
0226-559         9      none      -0.0933      -0.0484
0432-606         8      none       0.0404      -0.1723
0621-787        13      none      -0.5671      -0.0927
0628-671         3      none       0.6338       0.2885
0634-584         2      none       0.0770      -0.3234
0820-578         3      none      -0.4812      -0.9917
0855-716         8    define       0.0137       0.1992
1048-526        11      none      -0.3191      -0.0866
1049-726         1      none      -0.1252       0.1012
1127-443         5      none       0.1360       0.6509
1130-741         1      none      -0.2073      -0.1205
1323-527        18      none      -0.0020       0.1123
1326-698         7      none      -0.0969       0.1621
1420-725         7      none      -0.1392      -0.1011
1420-679        63    define       0.2187       0.1486
1533-653         3      none       0.2143       0.2721
1828-733         3      none      -0.3990       0.5963
1831-693         1      none       0.1714       0.1136
1918-634         3      none       0.0668       0.0572
1946-582         3      none       0.0034      -0.5192
0112-245         5      none      -0.0654       0.1174
0206-178         5      none       0.1724      -0.2742
0315-282         6      none       0.7079       1.6126
0527-253         6      none       0.0840      -0.5170
0540-270         6      none       0.1938      -0.4021
0609-284         6      none       0.2116      -0.2570
1501-343         5      none      -0.3010       0.0872
1856-252        10      none      -0.2650       0.0810
2350-280         5      none      -0.2450      -0.2502
0043-392         4      none       0.2940       0.0149
0043-268         4      none       0.0425      -0.5228
0502-152         4      none       0.0765      -0.0823
0532-378         6      none       0.1756       0.0022
0741-444        10      none      -1.8505       1.8783
0915-118         5      none       0.0204      -0.0851
1059-438         6      none      -0.4347       0.3437
1633-409         6      none      -0.3896      -1.9745
1650-157         8      none      -0.0707       0.0830
1711-209         6      none      -0.2698       0.0368
1913-272        11      none      -0.0733       0.2290
2157-255         4      none      -0.0722      -0.0959
2220-318         7      none      -0.1705      -0.7709
0027-426         5      none      -0.1069      -0.0364
0332-375         9      none      -0.1271      -0.2849
0514-459         8      none      -0.0435      -0.0422
0704-231         6      none       2.5418       0.4601
0750+633         5      none      -0.5938      -0.0200
0910-414         6      none       0.0680       0.1040
1320-303         4      none      -0.0528       0.6774
1335+658         4      none       0.6303       0.1518
1508-325         6      none       0.3187       1.1171
1621-351         5      none      -0.0655       0.6302
1942-313         5      none      -0.1324      -0.0075
2238-362         5      none       0.0386      -0.2172
0007-325         6      none      -0.1787       0.3734
0422-389        10      none       0.1556       0.7090
0843-336         6      none      -0.0178       0.4832
1302-208         5      none       0.0056      -0.0814
1346-306         5      none       0.1103      -0.3480
1613-350         5      none      -0.2939       0.7974
1622-310         6      none       0.0578       0.7400
2120-309         4      none       0.0214       0.0170
2122-238         4      none      -0.0434       0.1691
0302-437         9      none       0.3698       0.3524
0329-404         5      none       0.2962      -0.3167
1137+660         4      none      -0.1231       0.0696
1318-434         9      none       0.4824       0.9187
1510-421         5      none       0.3415       0.0608
1618-399         6      none       0.2483       0.0015
1851-162         5      none      -0.0815      -0.1364
1907-224         8      none      -0.2338       0.1957
2033-286         4      none      -0.0494      -0.6448
2322+396         5      none      -0.0401       0.0622
0110-361         7      none       0.3115      -0.3901
0521-403         5      none       0.4098       0.0687
0705-412         6      none       0.4717      -0.2062
0717-393         6      none       0.4812      -1.3409
0855+143         6      none      -0.0888       0.0099
1232-338         5      none      -0.0450      -0.1703
2311-373         5      none       0.0961       0.3392
2348-432         5      none       0.2181       0.3648
0912-330         5      none      -0.7398      -2.2612
1247-442         5      none      -0.0067      -0.7455
1511-360         6      none      -0.0272      -1.1394
1753-418         5      none      -1.2126      -0.0045
1826-447         5      none      -0.7907       0.8641
2045-405         5      none      -0.1513      -0.5423
2221-387         5      none      -0.4629      -0.3818
2327-376         8      none      -0.0899      -0.0871
0616-244         5      none      -0.0540      -0.0848
0753-425         6      none       0.6256       1.7007
0902-350        10      none      -0.2608       0.6097
1621+078         5      none      -0.0343       0.0936
1755+626         7      none      -2.7942     -14.0134
2136-251         4      none       0.1629      -0.7376
2204-007         5      none       0.0040      -0.0942
2227-445         8      none       0.3195      -0.5403
0549-575        66      none       0.1595      -0.0336
0524-485        49    define       0.0681      -0.0033
0409-280         5      none       0.0402      -0.0887
0446+462         5      none      -0.3583      -0.1204
0557-454        12      none       0.0950       0.0777
0647-410         9      none      -1.2567       4.4286
0725-381         6      none      -0.9446      -1.5432
1412+087         4      none      -0.0195       0.1197
1437+061         4      none       0.0576       0.1815
1442-245         5      none      -0.2090       0.1586
1621-321         5      none      -0.2345       0.4621
1653-329         5      none      -0.0923       0.5426
1843-001         5      none       0.1289       0.1505
2131-340         5      none       0.2339      -0.4718
0110-668        10      none      -0.5634      -0.2577
2300-683       112      none       0.1513      -0.2578
0038+319         4      none       0.0376       0.0589
0421+023         4      none      -0.2609      -0.0162
1455+348         5      none      -0.1688      -0.0436
1754+292         4      none      -0.2257      -0.1029
2146+019         4      none       0.0983      -0.4050
2329+068         5      none      -0.2554       0.9214
